"ContentID","UserID","ContentType","Category","ReactionType","Datetime","Sentiment","Score"
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","indifferent","2020-07-19 17:11:55","neutral",20
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","dislike","2020-08-10 19:38:41","negative",10
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","heart","2020-11-23 06:16:15","positive",60
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","want","2020-07-28 05:10:49","positive",70
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","scared","2020-07-18 20:49:58","negative",15
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","intrigued","2020-08-11 20:34:26","positive",45
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","adore","2020-09-18 02:35:05","positive",72
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","indifferent","2020-10-22 09:39:39","neutral",20
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","want","2020-12-01 19:12:21","positive",70
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","interested","2020-09-13 15:49:33","positive",30
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","cherish","2020-06-25 22:23:56","positive",70
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","intrigued","2020-08-02 22:04:09","positive",45
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","super love","2020-07-22 18:49:16","positive",75
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","super love","2020-08-25 12:23:06","positive",75
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","disgust","2020-07-08 13:41:02","negative",0
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","scared","2021-03-02 04:17:58","negative",15
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","interested","2020-07-03 07:19:38","positive",30
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","super love","2020-12-04 08:13:04","positive",75
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","heart","2020-08-22 22:34:51","positive",60
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","peeking","2020-09-05 21:01:14","neutral",35
"edc4a60a-b5ba-4178-b99e-9d34ed92599c","57617bf3-b7d0-49cb-8d88-7d8346656397","audio","technology","adore","2021-06-11 08:08:07","positive",72
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","hate","2020-08-30 10:16:32","negative",5
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","peeking","2020-07-24 01:16:11","neutral",35
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","indifferent","2020-10-05 08:08:05","neutral",20
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","scared","2020-07-01 12:15:33","negative",15
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","adore","2020-10-12 14:17:09","positive",72
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","heart","2020-06-28 11:50:31","positive",60
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","super love","2021-03-03 03:06:37","positive",75
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","peeking","2020-11-23 23:20:38","neutral",35
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","scared","2021-01-07 14:49:14","negative",15
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","hate","2021-02-17 15:52:10","negative",5
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","love","2020-06-28 21:16:03","positive",65
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","hate","2020-11-17 18:49:13","negative",5
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","intrigued","2021-01-16 23:06:10","positive",45
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","disgust","2020-12-26 08:14:19","negative",0
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","hate","2021-06-06 16:13:02","negative",5
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","indifferent","2021-01-20 12:57:21","neutral",20
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","adore","2021-03-17 07:37:15","positive",72
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","scared","2020-06-26 06:25:20","negative",15
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","hate","2021-01-16 22:57:41","negative",5
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","super love","2021-04-16 16:12:38","positive",75
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","peeking","2020-06-21 10:39:08","neutral",35
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","super love","2020-06-27 02:17:42","positive",75
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","like","2020-12-09 08:18:38","positive",50
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","indifferent","2021-02-26 17:32:42","neutral",20
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","disgust","2020-11-14 00:40:44","negative",0
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","scared","2020-12-04 19:16:15","negative",15
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","hate","2021-05-27 18:33:14","negative",5
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","scared","2021-02-06 08:50:52","negative",15
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","peeking","2020-06-27 04:59:53","neutral",35
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","like","2020-07-10 04:39:38","positive",50
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","like","2020-11-29 14:54:18","positive",50
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","indifferent","2020-08-12 16:37:59","neutral",20
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","super love","2020-11-13 05:59:17","positive",75
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","worried","2021-04-06 06:10:16","negative",12
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","want","2020-07-24 02:26:47","positive",70
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","disgust","2021-05-25 15:23:34","negative",0
"2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7","7a85fbc6-253f-4552-9f4a-c1a332e14fa5","photo","animals","adore","2020-09-11 23:04:00","positive",72
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","love","2021-01-31 11:57:14","positive",65
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","peeking","2021-04-03 08:10:13","neutral",35
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","peeking","2020-07-18 10:27:49","neutral",35
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","cherish","2021-02-24 06:20:22","positive",70
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","disgust","2021-04-28 23:43:21","negative",0
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","heart","2020-12-15 22:28:26","positive",60
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","disgust","2020-09-03 05:09:18","negative",0
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","intrigued","2021-01-22 02:29:53","positive",45
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","like","2021-05-07 14:22:44","positive",50
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","cherish","2020-09-27 03:04:59","positive",70
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","want","2020-12-12 14:42:43","positive",70
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","cherish","2020-09-20 20:33:40","positive",70
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","scared","2021-04-06 02:40:05","negative",15
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","heart","2021-05-05 05:31:36","positive",60
"e51b00b8-49d4-4909-9f25-8e9a06e28728","e74edcea-5db4-4412-a4ce-eb7c5adc314a","video","soccer","want","2021-02-12 21:31:52","positive",70
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","adore","2020-06-26 19:40:53","positive",72
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","indifferent","2021-02-09 05:17:24","neutral",20
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","adore","2021-06-17 14:49:19","positive",72
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","disgust","2020-10-16 08:30:30","negative",0
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","interested","2020-08-01 13:31:11","positive",30
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","scared","2021-03-08 14:16:46","negative",15
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","intrigued","2020-09-24 05:05:03","positive",45
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","worried","2020-12-13 17:47:05","negative",12
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","super love","2020-09-01 06:34:19","positive",75
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","hate","2021-01-11 01:21:39","negative",5
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","dislike","2020-12-01 06:01:09","negative",10
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","scared","2020-07-23 19:13:13","negative",15
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","hate","2020-08-27 02:00:37","negative",5
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","super love","2021-05-21 16:24:56","positive",75
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","want","2020-09-09 06:56:54","positive",70
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","love","2020-09-26 10:52:09","positive",65
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","peeking","2020-12-07 10:11:16","neutral",35
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","interested","2020-08-16 10:14:07","positive",30
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","worried","2020-08-21 03:57:32","negative",12
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","cherish","2021-05-18 12:04:25","positive",70
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","like","2021-01-02 10:56:27","positive",50
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","disgust","2021-05-10 15:05:14","negative",0
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","scared","2021-05-07 17:17:31","negative",15
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","love","2020-11-05 04:52:05","positive",65
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","disgust","2021-01-13 19:15:17","negative",0
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","cherish","2020-09-29 03:02:41","positive",70
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","heart","2021-05-05 18:20:16","positive",60
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","heart","2021-06-14 05:04:39","positive",60
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","heart","2020-08-01 01:52:35","positive",60
"509a5fb0-9bb2-4809-9f90-18ae007acc94","64b82ed5-80dc-4fbb-9dfc-d7e037684f0e","video","dogs","want","2021-06-08 22:20:46","positive",70
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","dislike","2020-12-27 22:02:53","negative",10
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","worried","2020-06-22 04:28:22","negative",12
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","worried","2021-05-14 06:29:43","negative",12
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","cherish","2020-09-01 12:38:42","positive",70
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","disgust","2020-06-20 06:53:17","negative",0
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","scared","2020-09-22 10:35:50","negative",15
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","cherish","2020-10-02 19:23:10","positive",70
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","heart","2020-08-23 18:37:20","positive",60
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","peeking","2021-06-18 05:40:08","neutral",35
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","disgust","2021-01-20 05:01:18","negative",0
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","like","2021-02-06 01:15:35","positive",50
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","dislike","2021-06-13 12:24:44","negative",10
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","dislike","2020-08-29 00:12:22","negative",10
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","intrigued","2020-08-18 03:51:39","positive",45
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","like","2020-06-18 14:43:40","positive",50
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","want","2020-10-18 20:23:42","positive",70
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","adore","2021-03-18 18:41:44","positive",72
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","want","2021-02-11 03:24:16","positive",70
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","heart","2021-03-24 16:35:17","positive",60
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","scared","2020-11-18 14:56:53","negative",15
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","cherish","2020-07-22 17:59:56","positive",70
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","indifferent","2020-08-15 12:01:58","neutral",20
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","heart","2020-12-07 11:01:17","positive",60
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","dislike","2020-09-15 07:23:13","negative",10
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","adore","2020-11-17 00:33:12","positive",72
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","scared","2020-08-19 21:52:52","negative",15
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","dislike","2021-05-21 00:15:06","negative",10
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","interested","2020-08-29 04:02:13","positive",30
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","heart","2021-02-24 15:49:23","positive",60
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","love","2020-09-15 05:46:11","positive",65
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","want","2021-03-18 17:45:37","positive",70
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","want","2021-03-03 18:12:15","positive",70
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","scared","2020-12-25 02:07:20","negative",15
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","super love","2021-05-07 11:25:32","positive",75
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","want","2020-07-29 12:13:16","positive",70
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","scared","2020-07-13 15:52:01","negative",15
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","peeking","2020-09-10 15:16:05","neutral",35
"f1038e6c-5292-4e20-a866-675e1637d6b5","13f0db8a-152a-496f-a6e8-1ed6a90b8788","GIF","soccer","like","2020-07-20 05:11:04","positive",50
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","indifferent","2020-11-11 04:13:10","neutral",20
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","hate","2020-07-21 22:27:51","negative",5
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","intrigued","2021-04-08 18:57:32","positive",45
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","like","2021-01-27 06:59:27","positive",50
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","hate","2021-01-14 12:44:57","negative",5
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","heart","2020-12-16 13:54:55","positive",60
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","super love","2021-01-05 11:37:46","positive",75
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","super love","2020-10-30 11:17:26","positive",75
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","want","2021-01-09 08:17:58","positive",70
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","peeking","2020-10-27 01:58:18","neutral",35
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","love","2020-07-22 19:22:58","positive",65
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","disgust","2020-11-01 06:30:29","negative",0
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","indifferent","2021-04-17 23:08:04","neutral",20
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","like","2020-07-05 17:35:09","positive",50
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","like","2020-08-22 15:24:41","positive",50
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","heart","2020-12-19 07:33:18","positive",60
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","intrigued","2021-05-04 22:44:03","positive",45
"08cc29f3-a22d-4652-8f27-ff9e0a826289","248a8f9f-10ac-4786-adfb-d0c3dd4e4b97","photo","technology","intrigued","2021-06-01 22:22:10","positive",45
"a784c1dd-e2ab-408d-a0c3-226a51d420e1","f86853a2-acda-4319-a50c-03f014248042","audio","technology","heart","2021-06-14 22:02:35","positive",60
"a784c1dd-e2ab-408d-a0c3-226a51d420e1","f86853a2-acda-4319-a50c-03f014248042","audio","technology","intrigued","2020-07-23 06:40:50","positive",45
"a784c1dd-e2ab-408d-a0c3-226a51d420e1","f86853a2-acda-4319-a50c-03f014248042","audio","technology","cherish","2020-12-13 01:49:40","positive",70
"a784c1dd-e2ab-408d-a0c3-226a51d420e1","f86853a2-acda-4319-a50c-03f014248042","audio","technology","intrigued","2021-02-15 11:10:43","positive",45
